file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\Library.java,org.springframework.boot.build.bom.Library$Module,innerclass,1,1,0,1,9,1,0,1,0,0.59375,0.0,0.0,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0,4,0,2,33,4,0,1,0,1,1,0,4,0,4,0,0,0,0,15,9,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\test\DockerTestPlugin.java,org.springframework.boot.build.test.DockerTestPlugin,class,15,17,2,15,9,1,0,45,13,0.8333333,NaN,NaN,6,0,1,5,0,0,1,0,0,0,4,4,3,1,0,0,4,0,4,67,5,0,2,0,0,14,0,14,0,20,1,0,0,6,89,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\antora\SyncAntoraSource.java,org.springframework.boot.build.antora.SyncAntoraSource,class,11,13,2,11,6,2,0,7,5,0.61111116,0.0,0.0,6,0,4,1,0,1,5,1,0,0,3,0,0,3,0,0,2,0,0,23,1,0,0,0,0,0,0,3,0,4,0,0,0,1,23,1025,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\github\GitHub.java,org.springframework.boot.build.bom.bomr.github.GitHub,interface,3,6,3,3,2,1,0,0,1,0.0,0.0,0.0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\context\properties\Row.java,org.springframework.boot.build.context.properties.Row,class,3,7,4,3,9,1,2,5,0,0.4166667,0.0,0.0,6,0,3,0,1,2,6,1,0,0,2,0,0,2,0,0,2,0,0,28,6,0,3,0,0,1,0,3,1,3,1,0,0,0,29,1024,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\BomExtension.java,org.springframework.boot.build.bom.BomExtension$LibraryHandler$GroupHandler,innerclass,5,5,0,5,9,2,0,6,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,4,0,0,1,0,0,44,1,0,1,0,1,2,2,8,1,6,2,0,1,1,25,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\github\Issue.java,org.springframework.boot.build.bom.bomr.github.Issue,class,2,5,3,2,5,1,0,2,0,0.55,0.0,0.0,5,0,4,0,0,1,5,0,0,0,4,0,0,4,0,0,4,0,1,39,3,0,0,0,0,3,0,5,1,5,0,0,1,0,46,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\github\StandardGitHub.java,org.springframework.boot.build.bom.bomr.github.StandardGitHub,class,8,9,1,8,2,1,0,9,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,2,0,1,21,2,0,0,0,1,8,0,4,3,7,1,0,0,1,30,16,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\ManagedDependencies.java,org.springframework.boot.build.bom.ManagedDependencies,class,11,13,2,11,16,1,0,27,15,0.5714286,0.0,0.0,7,3,0,0,0,7,7,0,0,0,1,0,0,1,0,0,1,0,4,65,5,4,1,1,0,12,2,23,2,21,3,0,0,0,58,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\optional\OptionalDependenciesPlugin.java,org.springframework.boot.build.optional.OptionalDependenciesPlugin,class,6,8,2,6,1,1,0,14,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,17,0,0,0,0,0,2,0,3,0,5,2,0,0,2,56,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\autoconfigure\AutoConfigurationPlugin.java,org.springframework.boot.build.autoconfigure.AutoConfigurationPlugin,class,18,19,1,18,10,1,0,51,19,0.78571427,NaN,NaN,7,0,1,6,0,0,1,0,0,0,2,2,1,1,0,0,2,0,0,65,4,0,0,1,0,12,0,7,1,12,2,1,0,6,108,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\CheckLinks.java,org.springframework.boot.build.bom.CheckLinks,class,14,15,1,14,4,2,0,14,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,27,0,1,0,1,0,1,0,7,0,10,3,0,0,2,48,1025,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\classpath\CheckClasspathForConflicts.java,org.springframework.boot.build.classpath.CheckClasspathForConflicts,class,6,7,1,6,9,2,0,21,0,0.375,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,5,69,1,2,0,2,0,3,0,8,0,12,5,0,1,3,42,1025,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\MoveToSnapshots.java,org.springframework.boot.build.bom.bomr.MoveToSnapshots,class,17,19,2,17,13,3,0,35,21,0.92857146,0.0,0.0,7,0,1,2,3,1,5,0,0,0,2,1,0,2,0,0,2,0,1,51,7,0,2,0,0,6,1,9,1,13,4,0,0,3,59,1025,1
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\antora\AntoraDependenciesPlugin.java,org.springframework.boot.build.antora.AntoraDependenciesPlugin,class,4,4,0,4,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,1,0,1,0,0,1,0,16,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\springframework\CheckAotFactories.java,org.springframework.boot.build.springframework.CheckAotFactories,class,1,1,0,1,1,3,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1025,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\antora\GenerateAntoraPlaybook.java,org.springframework.boot.build.antora.GenerateAntoraPlaybook$AntoraExtensions$ZipContentsCollector,innerclass,10,10,0,10,6,1,0,19,9,0.5,0.0,0.0,6,1,4,2,0,0,4,2,0,0,1,0,0,1,0,0,1,0,3,22,3,0,0,0,0,4,0,4,3,6,0,0,0,3,38,1033,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\BomExtension.java,org.springframework.boot.build.bom.BomExtension$GitHubHandler,innerclass,2,2,0,2,4,1,0,4,2,0.5833333,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,6,0,4,0,0,0,0,16,9,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\test\DockerTestBuildService.java,org.springframework.boot.build.test.DockerTestBuildService,class,4,6,2,4,1,1,0,5,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,26,1024,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\testing\TestFailuresPlugin.java,org.springframework.boot.build.testing.TestFailuresPlugin$FailureRecordingTestListener,innerclass,6,6,0,6,7,1,0,5,6,0.6,0.0,0.0,5,0,4,1,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,23,0,0,0,0,0,0,1,3,0,3,1,0,0,0,15,18,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\test\java\org\springframework\boot\build\groovyscripts\SpringRepositoriesExtensionTests.java,org.springframework.boot.build.groovyscripts.SpringRepositoriesExtensionTests$SpringRepositoriesExtension,interface,3,3,0,3,6,1,0,11,6,0.0,0.0,0.0,4,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,21,2,0,1,1,1,1,1,4,0,7,2,0,0,1,23,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\antora\ConsumableContentContribution.java,org.springframework.boot.build.antora.ConsumableContentContribution,class,18,23,5,18,13,3,2,50,55,0.0,0.0,0.0,11,1,0,6,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,58,3,0,0,0,0,12,0,9,0,13,1,0,0,5,75,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\LibraryWithVersionOptions.java,org.springframework.boot.build.bom.bomr.LibraryWithVersionOptions,class,2,7,5,2,3,1,0,0,0,0.33333334,0.0,0.0,3,0,0,0,0,3,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,7,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\mavenplugin\MavenPluginPlugin.java,org.springframework.boot.build.mavenplugin.MavenPluginPlugin$MavenRepositoryComponentMetadataRule,innerclass,7,7,0,7,3,1,0,11,1,0.33333334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,22,0,0,0,0,0,8,0,2,1,6,1,0,0,4,20,9,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\test\java\org\springframework\boot\build\architecture\bpp\safeparameters\SafeParametersBeanPostProcessorConfiguration.java,org.springframework.boot.build.architecture.bpp.safeparameters.SafeParametersBeanPostProcessorConfiguration,class,7,7,0,7,3,1,0,0,3,0.0,0.0,0.0,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,1,1,0,0,0,0,1,0,0,15,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\VersionOption.java,org.springframework.boot.build.bom.bomr.VersionOption,class,5,15,10,5,4,4,6,2,0,0.0,0.0,0.0,4,0,1,0,0,3,4,0,0,0,1,0,0,1,0,0,1,0,0,51,3,0,0,0,0,0,0,1,0,1,0,0,3,0,16,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\test\java\org\springframework\boot\build\architecture\string\toUpperCaseWithLocale\ToUpperCaseWithLocale.java,org.springframework.boot.build.architecture.string.toUpperCaseWithLocale.ToUpperCaseWithLocale,class,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,11,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\context\properties\Asciidoc.java,org.springframework.boot.build.context.properties.Asciidoc,class,1,10,9,1,8,1,0,6,9,0.5,0.0,0.0,6,0,1,0,0,5,6,0,0,0,1,0,0,1,0,0,1,0,1,27,5,2,0,0,0,2,0,1,0,1,1,0,0,0,21,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\test\java\org\springframework\boot\build\bom\bomr\version\ReleaseTrainDependencyVersionTests.java,org.springframework.boot.build.bom.bomr.version.ReleaseTrainDependencyVersionTests,class,4,5,1,4,18,1,0,12,153,0.0,0.0,0.0,18,1,0,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,30,56,2,0,0,0,0,30,0,0,0,0,0,0,0,0,44,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\context\properties\Snippet.java,org.springframework.boot.build.context.properties.Snippet,class,1,8,7,1,6,1,0,3,2,0.6,0.0,0.0,5,0,0,0,0,5,5,0,0,0,4,0,0,4,0,0,4,0,0,41,2,0,1,0,0,0,0,6,0,6,1,1,1,0,23,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\starters\StarterPlugin.java,org.springframework.boot.build.starters.StarterPlugin,class,18,19,1,18,5,1,0,30,10,0.8,NaN,NaN,5,0,1,4,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,46,0,0,0,0,0,12,0,10,6,18,2,0,0,8,46,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\version\CombinedPatchAndQualifierDependencyVersion.java,org.springframework.boot.build.bom.bomr.version.CombinedPatchAndQualifierDependencyVersion,class,4,6,2,4,6,3,0,6,1,0.5,0.0,0.0,3,1,1,1,0,1,2,0,0,0,2,1,0,2,0,0,2,0,1,22,4,0,1,0,0,2,2,4,1,4,1,0,0,0,35,16,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\LibraryUpdateResolver.java,org.springframework.boot.build.bom.bomr.LibraryUpdateResolver,interface,2,7,5,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\mavenplugin\PluginXmlParser.java,org.springframework.boot.build.mavenplugin.PluginXmlParser$IterableNodeList$Anonymous1,anonymous,2,2,0,2,3,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,5,-1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\test\java\org\springframework\boot\build\architecture\bfpp\parameters\ParametersBeanFactoryPostProcessorConfiguration.java,org.springframework.boot.build.architecture.bfpp.parameters.ParametersBeanFactoryPostProcessorConfiguration,class,2,2,0,2,3,1,0,0,3,0.0,0.0,0.0,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,1,1,0,0,1,1,0,0,1,12,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\architecture\ArchitectureRules.java,org.springframework.boot.build.architecture.ArchitectureRules$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\architecture\ArchitectureRules.java,org.springframework.boot.build.architecture.ArchitectureRules$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\ReleaseSchedule.java,org.springframework.boot.build.bom.bomr.ReleaseSchedule$Release,innerclass,1,1,0,1,4,1,0,0,0,0.5,0.0,0.0,4,0,0,0,0,4,4,0,0,0,3,0,0,3,0,0,3,0,0,19,3,0,0,0,0,0,0,3,0,3,0,0,0,0,13,8,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\test\java\org\springframework\boot\build\architecture\tangled\sub\TangledTwo.java,org.springframework.boot.build.architecture.tangled.sub.TangledTwo,class,0,1,1,0,1,1,0,0,0,1.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,5,0,0,0,0,0,1,0,1,1,1,0,0,0,0,4,17,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\antora\GenerateAntoraPlaybook.java,org.springframework.boot.build.antora.GenerateAntoraPlaybook$ContentSource,innerclass,5,5,0,5,3,1,0,8,1,0.33333334,0.0,0.0,3,0,2,0,0,1,3,1,0,0,1,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,1,0,2,0,0,0,1,12,1033,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\context\properties\SingleRow.java,org.springframework.boot.build.context.properties.SingleRow,class,5,9,4,5,11,2,0,20,0,0.53333336,0.0,0.0,5,0,0,3,0,2,2,0,0,0,3,0,0,3,0,0,3,0,3,46,3,0,3,0,1,24,0,6,3,5,1,0,0,0,36,0,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\VersionOption.java,org.springframework.boot.build.bom.bomr.VersionOption$SnapshotVersionOption,innerclass,5,5,0,5,3,2,0,2,0,0.0,0.0,0.0,3,0,1,0,0,2,3,0,0,0,1,0,0,1,0,0,1,0,0,13,2,0,0,0,0,2,0,1,1,1,0,0,0,0,12,24,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\github\StandardGitHubRepository.java,org.springframework.boot.build.bom.bomr.github.StandardGitHubRepository,class,10,12,2,10,13,1,0,25,9,0.42857143,0.0,0.0,7,1,4,2,0,1,5,0,0,0,1,0,0,1,0,0,1,0,7,49,5,0,2,2,2,23,1,4,2,7,2,0,0,3,41,16,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\devtools\DocumentDevtoolsPropertyDefaults.java,org.springframework.boot.build.devtools.DocumentDevtoolsPropertyDefaults,class,8,9,1,8,7,2,0,24,9,0.5,0.0,0.0,6,0,3,2,0,1,4,1,0,0,1,0,0,1,0,0,1,0,0,44,2,1,0,2,0,12,0,7,0,9,2,0,0,1,40,1025,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\test\autoconfigure\DocumentTestSlices.java,org.springframework.boot.build.test.autoconfigure.DocumentTestSlices$TestSlice,innerclass,1,1,0,1,2,1,0,2,0,0.25,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,11,1,0,0,0,0,0,0,2,0,2,0,0,0,0,10,26,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\antora\GenerateAntoraPlaybook.java,org.springframework.boot.build.antora.GenerateAntoraPlaybook$AntoraExtensions$Xref,innerclass,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1033,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\mavenplugin\PluginXmlParser.java,org.springframework.boot.build.mavenplugin.PluginXmlParser$IterableNodeList,innerclass,4,4,0,4,3,1,0,0,1,0.33333334,NaN,NaN,3,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,21,2,0,0,0,0,0,0,1,0,1,0,1,0,0,6,26,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\springframework\CheckFactoriesFile.java,org.springframework.boot.build.springframework.CheckFactoriesFile,class,12,15,3,12,25,2,2,50,77,0.80952376,0.0,0.0,14,0,5,7,1,1,7,1,0,0,3,0,0,3,0,0,1,0,3,99,6,3,0,2,0,12,2,19,3,23,2,0,0,5,94,1025,0
C:\Users\ramon\OneDrive\Documentos\trabalhoFacul\laboratorio-de-experimentacao\lab-2\clone_repositories\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\context\properties\Snippet.java,org.springframework.boot.build.context.properties.Snippet$Config,interface,0,0,0,0,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
